49	107
0	1
0	2
0	3
0	4
1	2
2	4
2	5
2	6
3	4
3	7
3	8
4	7
4	9
4	10
4	5
4	11
5	6
7	8
7	9
7	12
7	13
8	13
9	12
9	14
9	15
9	16
9	17
9	11
10	5
10	11
10	41
11	42
11	41
12	13
12	18
12	19
12	14
13	18
14	15
15	26
15	16
15	28
16	17
16	43
16	28
16	44
17	44
17	45
17	11
18	19
19	14
19	15
19	26
20	21
20	18
20	22
20	23
21	22
21	24
22	23
22	24
22	25
23	19
23	26
23	25
24	25
24	27
25	29
25	27
26	28
26	25
26	29
28	29
28	46
29	46
30	31
30	32
30	33
31	32
31	33
31	34
31	35
32	36
32	37
32	35
34	35
34	48
36	37
37	42
37	41
38	39
38	10
39	10
39	40
39	37
39	41
40	36
40	37
42	41
43	28
43	44
43	46
44	47
45	11
45	47
45	42
47	42
